Index,Year,Month,region,property_type,median_dom,median_sale_price
7773,2013,5,Merced County,Condo/Co-op,8.0,95110.0
18734,2013,7,Solano County,Condo/Co-op,13.0,95250.0
5250,2013,2,Lake County,Single Family Residential,84.0,95250.0
1196,2012,9,Butte County,Condo/Co-op,72.0,95500.0
18721,2013,4,Solano County,Condo/Co-op,21.0,95500.0
18706,2012,12,Solano County,Condo/Co-op,19.0,95500.0
1273,2014,2,Butte County,Condo/Co-op,13.0,95500.0
3996,2013,2,Glenn County,All Residential,37.0,96000.0
14989,2016,8,San Joaquin County,Condo/Co-op,31.0,96000.0
14890,2014,11,San Joaquin County,Condo/Co-op,58.0,96000.0
3463,2012,1,Fresno County,Multi-Family (2-4 Unit),36.0,96000.0
2891,2012,3,El Dorado County,Townhouse,201.0,96000.0
3997,2013,2,Glenn County,Single Family Residential,37.0,96000.0
22153,2014,1,Yolo County,Townhouse,17.0,96000.0
8022,2018,8,Merced County,Condo/Co-op,36.0,96250.0
1165,2012,2,Butte County,Condo/Co-op,163.0,96500.0
4758,2018,1,Kern County,Townhouse,57.0,96500.0
6454,2014,11,Madera County,Multi-Family (2-4 Unit),0.0,97000.0
10619,2012,9,Placer County,Multi-Family (2-4 Unit),0.0,97000.0
20782,2013,8,Trinity County,All Residential,52.0,97000.0
4496,2013,3,Kern County,Multi-Family (2-4 Unit),48.0,97000.0
20781,2013,8,Trinity County,Single Family Residential,52.0,97000.0
11988,2015,6,Sacramento County,Townhouse,78.0,97000.0
3016,2014,6,El Dorado County,Townhouse,126.0,97000.0
14821,2013,7,San Joaquin County,Condo/Co-op,18.0,97450.0
6408,2013,10,Madera County,Multi-Family (2-4 Unit),286.0,97500.0
7733,2012,6,Merced County,Multi-Family (2-4 Unit),78.0,97500.0
6496,2015,10,Madera County,Condo/Co-op,36.0,97500.0
7568,2012,11,Mendocino County,All Residential,0.0,97500.0
7567,2012,11,Mendocino County,Single Family Residential,0.0,97500.0
3975,2012,5,Glenn County,All Residential,43.0,97750.0
6559,2017,5,Madera County,Condo/Co-op,220.0,97750.0
18387,2014,5,Shasta County,All Residential,63.0,98000.0
18388,2014,5,Shasta County,Single Family Residential,63.0,98000.0
18745,2013,10,Solano County,Townhouse,38.0,98000.0
8223,2021,3,Modoc County,All Residential,134.0,98000.0
8224,2021,3,Modoc County,Single Family Residential,134.0,98000.0
4581,2014,10,Kern County,Condo/Co-op,18.0,98250.0
18718,2013,3,Solano County,Condo/Co-op,19.0,99000.0
2934,2012,12,El Dorado County,Townhouse,150.0,99000.0
6640,2019,5,Madera County,Condo/Co-op,73.0,99000.0
3970,2012,3,Glenn County,All Residential,101.0,99000.0
3971,2012,3,Glenn County,Single Family Residential,101.0,99000.0
1216,2013,1,Butte County,Condo/Co-op,174.0,99000.0
14739,2012,2,San Joaquin County,Multi-Family (2-4 Unit),79.0,99099.5
7737,2012,7,Merced County,Multi-Family (2-4 Unit),44.0,99250.0
20836,2017,7,Trinity County,All Residential,45.0,99999.0
20835,2017,7,Trinity County,Single Family Residential,45.0,99999.0
5295,2014,2,Lake County,Townhouse,188.0,100000.0
7869,2015,5,Merced County,Condo/Co-op,14.0,100000.0
4413,2016,7,Inyo County,All Residential,562.0,100000.0
4414,2016,7,Inyo County,Single Family Residential,562.0,100000.0
22732,2017,5,Yuba County,Multi-Family (2-4 Unit),0.0,100000.0
20996,2014,7,Tulare County,All Residential,124.0,100000.0
5244,2012,12,Lake County,Multi-Family (2-4 Unit),2.0,100000.0
20995,2014,7,Tulare County,Condo/Co-op,130.0,100000.0
4648,2016,1,Kern County,Condo/Co-op,28.0,100000.0
1178,2012,5,Butte County,Condo/Co-op,212.0,100000.0
11873,2013,7,Sacramento County,Townhouse,13.0,100000.0
20670,2018,5,Tehama County,Condo/Co-op,86.0,100000.0
4503,2013,4,Kern County,Multi-Family (2-4 Unit),84.0,100000.0
6439,2014,6,Madera County,Condo/Co-op,10.0,100000.0
10753,2015,3,Placer County,Townhouse,43.0,100000.0
6475,2015,5,Madera County,Condo/Co-op,4.0,100000.0
5692,2018,5,Lassen County,Single Family Residential,71.0,100320.0
5691,2018,5,Lassen County,All Residential,71.0,100320.0
14878,2014,8,San Joaquin County,Condo/Co-op,25.0,100500.0
20528,2012,8,Tehama County,Single Family Residential,149.0,100500.0
20527,2012,8,Tehama County,All Residential,149.0,100500.0
14888,2014,10,San Joaquin County,Condo/Co-op,38.0,100500.0
19847,2015,10,Stanislaus County,Condo/Co-op,28.0,100619.0
7588,2014,4,Mendocino County,All Residential,29.0,100619.0
7587,2014,4,Mendocino County,Single Family Residential,29.0,100619.0
14789,2012,12,San Joaquin County,Townhouse,46.0,101000.0
14916,2015,4,San Joaquin County,Condo/Co-op,43.0,101000.0
4698,2016,12,Kern County,Condo/Co-op,77.0,101200.0
11846,2013,2,Sacramento County,Condo/Co-op,15.0,101250.0
5631,2012,11,Lassen County,All Residential,0.0,101450.0
5632,2012,11,Lassen County,Single Family Residential,0.0,101450.0
10741,2014,12,Placer County,Townhouse,42.0,101500.0
7855,2015,2,Merced County,Condo/Co-op,37.0,101500.0
19755,2014,3,Stanislaus County,Condo/Co-op,22.0,102000.0
1317,2014,12,Butte County,Condo/Co-op,55.0,102000.0
4592,2014,12,Kern County,Condo/Co-op,42.0,102000.0
4461,2012,7,Kern County,Condo/Co-op,41.0,102000.0
21148,2019,10,Tulare County,Townhouse,0.0,102000.0
4658,2016,3,Kern County,Condo/Co-op,34.0,102250.0
4482,2012,12,Kern County,Multi-Family (2-4 Unit),47.0,102250.0
806,2012,1,Amador County,Multi-Family (2-4 Unit),0.0,102375.0
5215,2012,2,Lake County,All Residential,104.0,102500.0
15103,2018,8,San Joaquin County,Townhouse,5.0,102500.0
11893,2013,11,Sacramento County,Townhouse,24.0,102500.0
1285,2014,5,Butte County,Condo/Co-op,9.0,102500.0
5216,2012,2,Lake County,Single Family Residential,104.0,102500.0
3553,2013,11,Fresno County,Condo/Co-op,40.0,102568.0
7727,2012,5,Merced County,Multi-Family (2-4 Unit),70.0,102750.0
11903,2014,1,Sacramento County,Townhouse,90.0,102750.0
2913,2012,7,El Dorado County,Condo/Co-op,72.0,102750.0
18357,2012,3,Shasta County,Single Family Residential,0.0,102950.0
18358,2012,3,Shasta County,All Residential,0.0,102950.0
7893,2015,11,Merced County,Condo/Co-op,126.0,103000.0
21160,2019,12,Tulare County,Townhouse,0.0,103000.0
20451,2020,11,Sutter County,Condo/Co-op,42.0,103500.0
3603,2014,12,Fresno County,Condo/Co-op,47.0,103500.0
5247,2013,1,Lake County,Multi-Family (2-4 Unit),194.0,103500.0
19775,2014,7,Stanislaus County,Condo/Co-op,18.0,103500.0
5240,2012,10,Lake County,All Residential,53.0,103500.0
4448,2012,4,Kern County,Multi-Family (2-4 Unit),28.0,104000.0
7815,2014,4,Merced County,Condo/Co-op,8.0,104000.0
20931,2012,1,Tulare County,Multi-Family (2-4 Unit),110.0,104000.0
11852,2013,3,Sacramento County,Condo/Co-op,17.0,104000.0
4455,2012,6,Kern County,Condo/Co-op,18.0,104750.0
3532,2013,6,Fresno County,Condo/Co-op,22.0,104900.0
5650,2014,2,Lassen County,Single Family Residential,65.0,105000.0
7738,2012,8,Merced County,Condo/Co-op,94.0,105000.0
19744,2013,12,Stanislaus County,Condo/Co-op,36.0,105000.0
14763,2012,7,San Joaquin County,Multi-Family (2-4 Unit),88.0,105000.0
5334,2015,3,Lake County,Condo/Co-op,245.0,105000.0
1185,2012,7,Butte County,Condo/Co-op,43.0,105000.0
4654,2016,2,Kern County,Condo/Co-op,34.0,105000.0
7745,2012,9,Merced County,Multi-Family (2-4 Unit),44.0,105000.0
11853,2013,3,Sacramento County,Townhouse,37.0,105000.0
19765,2014,5,Stanislaus County,Condo/Co-op,40.0,105000.0
7759,2013,1,Merced County,Condo/Co-op,50.0,105000.0
4694,2016,11,Kern County,Condo/Co-op,20.0,105000.0
7851,2015,1,Merced County,Condo/Co-op,119.0,105000.0
5649,2014,2,Lassen County,All Residential,65.0,105000.0
20534,2012,11,Tehama County,Single Family Residential,43.0,105000.0
22837,2020,9,Yuba County,Condo/Co-op,0.0,105000.0
20458,2021,2,Sutter County,Condo/Co-op,0.0,105000.0
1318,2015,1,Butte County,Condo/Co-op,15.0,105000.0
22608,2012,9,Yuba County,Single Family Residential,111.0,105000.0
3011,2014,4,El Dorado County,Townhouse,57.0,105000.0
8242,2013,12,Mono County,All Residential,98.0,105000.0
8243,2013,12,Mono County,Condo/Co-op,98.0,105000.0
20533,2012,11,Tehama County,All Residential,43.0,105000.0
22607,2012,9,Yuba County,All Residential,111.0,105000.0
6630,2019,2,Madera County,Condo/Co-op,77.0,105000.0
15142,2019,4,San Joaquin County,Townhouse,136.0,105000.0
4571,2014,7,Kern County,Townhouse,3.0,105500.0
19730,2013,9,Stanislaus County,Condo/Co-op,27.0,105750.0
21053,2016,11,Tulare County,Single Family Residential,163.0,106000.0
5239,2012,10,Lake County,Single Family Residential,50.0,106000.0
14963,2016,2,San Joaquin County,Condo/Co-op,33.0,106000.0
21054,2016,11,Tulare County,All Residential,163.0,106000.0
14939,2015,9,San Joaquin County,Condo/Co-op,24.0,106250.0
3653,2015,12,Fresno County,Condo/Co-op,50.0,106500.0
7718,2012,3,Merced County,Townhouse,74.0,106500.0
4495,2013,2,Kern County,Multi-Family (2-4 Unit),63.0,106500.0
3968,2012,2,Glenn County,All Residential,84.0,106849.5
3969,2012,2,Glenn County,Single Family Residential,84.0,106849.5
4020,2013,12,Glenn County,Multi-Family (2-4 Unit),50.0,107000.0
14967,2016,3,San Joaquin County,Condo/Co-op,21.0,107000.0
14982,2016,6,San Joaquin County,Condo/Co-op,25.0,107000.0
19780,2014,8,Stanislaus County,Condo/Co-op,42.0,107000.0
6353,2012,5,Madera County,Multi-Family (2-4 Unit),119.0,107000.0
1210,2012,12,Butte County,Condo/Co-op,78.0,107000.0
4161,2018,11,Glenn County,Townhouse,17.0,107500.0
6422,2014,1,Madera County,Multi-Family (2-4 Unit),12.0,107500.0
14749,2012,4,San Joaquin County,Multi-Family (2-4 Unit),26.0,107500.0
4456,2012,6,Kern County,Multi-Family (2-4 Unit),33.0,107500.0
20934,2012,2,Tulare County,Multi-Family (2-4 Unit),183.0,107500.0
6543,2017,1,Madera County,Condo/Co-op,120.0,107500.0
4522,2013,8,Kern County,Condo/Co-op,66.0,107750.0
5226,2012,6,Lake County,Multi-Family (2-4 Unit),41.0,107888.0
9509,2013,5,Nevada County,Multi-Family (2-4 Unit),0.0,107900.0
7598,2015,2,Mendocino County,All Residential,61.0,107934.0
7597,2015,2,Mendocino County,Single Family Residential,61.0,107934.0
11919,2014,4,Sacramento County,Townhouse,18.0,107999.0
3661,2016,2,Fresno County,Condo/Co-op,22.0,108000.0
4490,2013,1,Kern County,Multi-Family (2-4 Unit),42.0,108000.0
3577,2014,5,Fresno County,Condo/Co-op,27.0,108000.0
18360,2012,4,Shasta County,Single Family Residential,0.0,108000.0
4480,2012,11,Kern County,Multi-Family (2-4 Unit),48.0,108000.0
4536,2013,12,Kern County,Condo/Co-op,51.0,108000.0
12408,2012,3,San Benito County,Condo/Co-op,101.0,108000.0
5317,2014,10,Lake County,Condo/Co-op,160.0,108000.0
7555,2012,5,Mendocino County,All Residential,53.0,108000.0
20517,2012,3,Tehama County,All Residential,529.0,108000.0
20518,2012,3,Tehama County,Single Family Residential,529.0,108000.0
18359,2012,4,Shasta County,All Residential,0.0,108000.0
7556,2012,5,Mendocino County,Single Family Residential,53.0,108000.0
7572,2013,4,Mendocino County,All Residential,0.0,108100.0
7571,2013,4,Mendocino County,Single Family Residential,0.0,108100.0
1267,2014,1,Butte County,Condo/Co-op,44.0,108250.0
7819,2014,5,Merced County,Condo/Co-op,91.0,108250.0
4674,2016,6,Kern County,Condo/Co-op,32.0,108500.0
3629,2015,6,Fresno County,Condo/Co-op,32.0,108550.0
20230,2012,10,Sutter County,All Residential,153.0,108750.0
20231,2012,10,Sutter County,Single Family Residential,153.0,108750.0
19772,2014,6,Stanislaus County,Condo/Co-op,24.0,109000.0
7712,2012,1,Merced County,All Residential,57.0,109000.0
22847,2020,12,Yuba County,Condo/Co-op,0.0,109000.0
19751,2014,2,Stanislaus County,Condo/Co-op,41.0,109000.0
14753,2012,5,San Joaquin County,Multi-Family (2-4 Unit),36.0,109000.0
3620,2015,4,Fresno County,Condo/Co-op,34.0,109250.0
4750,2017,12,Kern County,Townhouse,14.0,109500.0
1243,2013,7,Butte County,Condo/Co-op,16.0,109500.0
1248,2013,8,Butte County,Condo/Co-op,48.0,109500.0
4748,2017,11,Kern County,Condo/Co-op,35.0,110000.0
20684,2018,11,Tehama County,Condo/Co-op,73.0,110000.0
11858,2013,4,Sacramento County,Condo/Co-op,14.0,110000.0
7716,2012,2,Merced County,Single Family Residential,49.0,110000.0
21139,2019,8,Tulare County,Condo/Co-op,0.0,110000.0
5219,2012,3,Lake County,All Residential,64.0,110000.0
9478,2012,10,Nevada County,Townhouse,0.0,110000.0
7711,2012,1,Merced County,Single Family Residential,57.0,110000.0
7715,2012,2,Merced County,All Residential,49.0,110000.0
5218,2012,3,Lake County,Single Family Residential,63.0,110000.0
6527,2016,8,Madera County,Condo/Co-op,113.0,110000.0
9505,2013,4,Nevada County,Townhouse,0.0,110000.0
8076,2019,8,Merced County,Condo/Co-op,6.0,110000.0
14777,2012,10,San Joaquin County,Multi-Family (2-4 Unit),42.0,110000.0
14924,2015,6,San Joaquin County,Condo/Co-op,50.0,110000.0
4607,2015,4,Kern County,Condo/Co-op,43.0,110000.0
2912,2012,7,El Dorado County,Multi-Family (2-4 Unit),18.0,110000.0
4436,2012,2,Kern County,Single Family Residential,50.0,110000.0
4625,2015,7,Kern County,Townhouse,7.0,110000.0
4438,2012,2,Kern County,All Residential,47.0,110000.0
5272,2013,8,Lake County,Condo/Co-op,124.0,110000.0
10590,2012,2,Placer County,Condo/Co-op,79.0,110000.0
4533,2013,11,Kern County,Condo/Co-op,31.0,110000.0
4512,2013,6,Kern County,Multi-Family (2-4 Unit),14.0,110000.0
14771,2012,9,San Joaquin County,Townhouse,367.0,110000.0
7990,2017,12,Merced County,Condo/Co-op,28.0,110000.0
1354,2015,9,Butte County,Condo/Co-op,13.0,110500.0
10778,2015,8,Placer County,Townhouse,23.0,111000.0
9476,2012,10,Nevada County,Multi-Family (2-4 Unit),0.0,111000.0
22748,2017,11,Yuba County,Condo/Co-op,0.0,111000.0
9474,2012,9,Nevada County,Multi-Family (2-4 Unit),0.0,111000.0
5010,2013,5,Kings County,All Residential,0.0,111000.0
18544,2013,2,Sierra County,Single Family Residential,47.0,111000.0
4812,2019,1,Kern County,Townhouse,94.0,111000.0
18545,2013,2,Sierra County,All Residential,47.0,111000.0
5011,2013,5,Kings County,Single Family Residential,0.0,111000.0
14907,2015,3,San Joaquin County,Condo/Co-op,42.0,111318.0
5336,2015,4,Lake County,Condo/Co-op,378.0,111500.0
4771,2018,4,Kern County,Townhouse,148.0,111500.0
9486,2012,12,Nevada County,Townhouse,0.0,111500.0
3634,2015,7,Fresno County,Condo/Co-op,33.0,111550.0
2907,2012,6,El Dorado County,Condo/Co-op,85.0,111739.0
20565,2014,2,Tehama County,All Residential,43.0,112000.0
5228,2012,6,Lake County,All Residential,53.0,112000.0
4618,2015,6,Kern County,Condo/Co-op,19.0,112000.0
3602,2014,11,Fresno County,Condo/Co-op,41.0,112000.0
4627,2015,8,Kern County,Condo/Co-op,39.0,112000.0
20566,2014,2,Tehama County,Single Family Residential,43.0,112000.0
9480,2012,11,Nevada County,Multi-Family (2-4 Unit),0.0,112149.5
3671,2016,5,Fresno County,Condo/Co-op,31.0,112500.0
22613,2012,12,Yuba County,Single Family Residential,32.0,112500.0
22614,2012,12,Yuba County,All Residential,32.0,112500.0
22049,2012,2,Yolo County,Condo/Co-op,118.0,112500.0
5214,2012,1,Lake County,Single Family Residential,113.0,112500.0
4800,2018,10,Kern County,Condo/Co-op,22.0,112500.0
4047,2014,11,Glenn County,Single Family Residential,13.0,112500.0
5213,2012,1,Lake County,All Residential,113.0,112500.0
4718,2017,4,Kern County,Condo/Co-op,40.0,112750.0
7755,2012,12,Merced County,Multi-Family (2-4 Unit),76.0,113000.0
6528,2016,9,Madera County,Condo/Co-op,9.0,113000.0
11933,2014,7,Sacramento County,Townhouse,22.0,113000.0
3690,2016,9,Fresno County,Condo/Co-op,23.0,113500.0
4431,2012,1,Kern County,All Residential,55.0,113750.0
2023,2013,10,Colusa County,All Residential,0.0,113750.0
14919,2015,5,San Joaquin County,Condo/Co-op,22.0,113750.0
2024,2013,10,Colusa County,Single Family Residential,0.0,113750.0
20373,2018,3,Sutter County,Condo/Co-op,0.0,114000.0
20961,2013,3,Tulare County,Single Family Residential,4.0,114000.0
20960,2013,3,Tulare County,All Residential,4.0,114000.0
4645,2015,12,Kern County,Condo/Co-op,44.0,114000.0
5154,2020,10,Kings County,Multi-Family (2-4 Unit),82.0,114000.0
5328,2015,1,Lake County,Condo/Co-op,41.0,114000.0
1740,2013,5,Calaveras County,Condo/Co-op,116.0,114000.0
7721,2012,4,Merced County,All Residential,35.0,114450.0
8052,2019,3,Merced County,Condo/Co-op,62.0,114500.0
3638,2015,8,Fresno County,Condo/Co-op,51.0,114500.0
18436,2017,10,Shasta County,Single Family Residential,70.0,115000.0
3988,2012,10,Glenn County,All Residential,86.0,115000.0
18435,2017,10,Shasta County,All Residential,70.0,115000.0
3987,2012,10,Glenn County,Single Family Residential,86.0,115000.0
4759,2018,1,Kern County,Condo/Co-op,32.0,115000.0
20270,2014,5,Sutter County,Condo/Co-op,0.0,115000.0
3595,2014,10,Fresno County,Condo/Co-op,22.0,115000.0
11959,2014,12,Sacramento County,Townhouse,33.0,115000.0
6609,2018,7,Madera County,Condo/Co-op,54.0,115000.0
6499,2015,11,Madera County,Multi-Family (2-4 Unit),78.0,115000.0
12435,2012,9,San Benito County,Townhouse,22.0,115000.0
921,2015,8,Amador County,Condo/Co-op,0.0,115000.0
7719,2012,3,Merced County,Single Family Residential,49.0,115000.0
7720,2012,3,Merced County,All Residential,49.0,115000.0
7724,2012,4,Merced County,Single Family Residential,35.0,115000.0
4574,2014,8,Kern County,Condo/Co-op,27.0,115000.0
4473,2012,9,Kern County,Multi-Family (2-4 Unit),31.0,115000.0
7731,2012,6,Merced County,All Residential,48.0,115000.0
3665,2016,3,Fresno County,Condo/Co-op,26.0,115000.0
4558,2014,4,Kern County,Multi-Family (2-4 Unit),53.0,115000.0
864,2014,1,Amador County,Condo/Co-op,0.0,115000.0
3754,2018,1,Fresno County,Condo/Co-op,29.0,115000.0
22850,2021,1,Yuba County,Condo/Co-op,0.0,115000.0
6337,2012,1,Madera County,All Residential,63.0,115000.0
14758,2012,6,San Joaquin County,Multi-Family (2-4 Unit),43.0,115000.0
20332,2016,9,Sutter County,Condo/Co-op,0.0,115000.0
14770,2012,9,San Joaquin County,Multi-Family (2-4 Unit),69.0,115000.0
3974,2012,5,Glenn County,Single Family Residential,53.0,115000.0
4820,2019,2,Kern County,Condo/Co-op,58.0,115000.0
8303,2012,1,Monterey County,Condo/Co-op,36.0,115000.0
5222,2012,4,Lake County,Single Family Residential,95.0,115000.0
5060,2017,6,Kings County,All Residential,86.0,115000.0
5061,2017,6,Kings County,Single Family Residential,86.0,115000.0
5227,2012,6,Lake County,Single Family Residential,53.0,115000.0
5221,2012,4,Lake County,All Residential,96.0,115000.0
7837,2014,10,Merced County,Condo/Co-op,73.0,115000.0
3745,2017,11,Fresno County,Condo/Co-op,12.0,115250.0
805,2012,1,Amador County,All Residential,111.0,115353.5
6339,2012,1,Madera County,Single Family Residential,64.0,115500.0
2991,2013,12,El Dorado County,Townhouse,83.0,115500.0
2969,2013,7,El Dorado County,Townhouse,83.0,115500.0
804,2012,1,Amador County,Single Family Residential,111.0,115500.0
11887,2013,10,Sacramento County,Condo/Co-op,15.0,115500.0
19809,2015,2,Stanislaus County,Condo/Co-op,27.0,115500.0
6430,2014,3,Madera County,Multi-Family (2-4 Unit),53.0,115700.0
4588,2014,11,Kern County,Condo/Co-op,35.0,115750.0
22094,2012,12,Yolo County,Multi-Family (2-4 Unit),108.0,116000.0
14934,2015,8,San Joaquin County,Condo/Co-op,37.0,116000.0
4432,2012,1,Kern County,Single Family Residential,55.0,116000.0
7341,2014,8,Mariposa County,Townhouse,358.0,116000.0
22598,2012,5,Yuba County,Single Family Residential,444.0,116000.0
7730,2012,6,Merced County,Single Family Residential,48.0,116000.0
6425,2014,2,Madera County,Multi-Family (2-4 Unit),0.0,116000.0
22599,2012,5,Yuba County,All Residential,444.0,116000.0
21303,2013,9,Tuolumne County,Single Family Residential,123.0,116187.0
21304,2013,9,Tuolumne County,All Residential,123.0,116187.0
21158,2019,12,Tulare County,Condo/Co-op,0.0,116250.0
4440,2012,2,Kern County,Multi-Family (2-4 Unit),17.0,116250.0
18485,2020,5,Shasta County,Single Family Residential,124.0,116250.0
18486,2020,5,Shasta County,All Residential,124.0,116250.0
11866,2013,6,Sacramento County,Condo/Co-op,11.0,116250.0
4612,2015,5,Kern County,Condo/Co-op,37.0,116500.0
6599,2018,5,Madera County,Condo/Co-op,17.0,117000.0
7722,2012,4,Merced County,Multi-Family (2-4 Unit),344.0,117000.0
4724,2017,6,Kern County,Condo/Co-op,66.0,117000.0
5231,2012,7,Lake County,Townhouse,71.0,117000.0
2006,2013,1,Colusa County,Single Family Residential,156.0,117500.0
3514,2013,1,Fresno County,Condo/Co-op,67.0,117500.0
5234,2012,8,Lake County,All Residential,58.0,117500.0
5235,2012,8,Lake County,Single Family Residential,58.0,117500.0
7795,2013,11,Merced County,Condo/Co-op,12.0,117500.0
2005,2013,1,Colusa County,All Residential,156.0,117500.0
1170,2012,3,Butte County,Condo/Co-op,81.0,117500.0
6539,2016,11,Madera County,Multi-Family (2-4 Unit),6.0,117500.0
7751,2012,11,Merced County,Multi-Family (2-4 Unit),88.0,117500.0
20557,2013,10,Tehama County,All Residential,63.0,118000.0
3704,2017,1,Fresno County,Condo/Co-op,19.0,118000.0
20558,2013,10,Tehama County,Single Family Residential,63.0,118000.0
4632,2015,9,Kern County,Condo/Co-op,58.0,118000.0
22070,2012,6,Yolo County,Condo/Co-op,84.0,118000.0
19862,2016,2,Stanislaus County,Townhouse,23.0,118000.0
6595,2018,4,Madera County,Condo/Co-op,58.0,118000.0
19800,2014,12,Stanislaus County,Condo/Co-op,41.0,118000.0
7904,2016,2,Merced County,Multi-Family (2-4 Unit),89.0,118000.0
2890,2012,3,El Dorado County,Condo/Co-op,63.0,118500.0
3699,2016,11,Fresno County,Condo/Co-op,30.0,118500.0
3981,2012,7,Glenn County,All Residential,29.0,118500.0
3980,2012,7,Glenn County,Single Family Residential,29.0,118500.0
1278,2014,3,Butte County,Condo/Co-op,61.0,118500.0
19712,2013,5,Stanislaus County,Townhouse,28.0,118500.0
